smiles,grammar,rdkit,direction,rdkit_reason,seed
C8C(CN1CC(=O))C(=ONC1)N2C25-C(=O)NC(=O)=C2,True,False,LEAK,syntax (ring closure / parens / token),CC(CN1CC(=O))C(=ONC1)N2C25-C(=O)NC(=O)=C2
CNC(=O)C=N/C=CC(=C-1)OC2=CC,True,False,LEAK,syntax (ring closure / parens / token),CNC(=O)C=NC=CC(=C-1)OC2=CC=C(C7=C2)NC(=O)NC3=CC(=C(C=C3)Cl)C(F)(F)F
CNC(=O)O=NC=CC(=C1)OC2=CC=C(C=C2)NC(=O)NC=CC(=C(C=3)Cl)C(F)(F)F,True,False,LEAK,syntax (ring closure / parens / token),CNC(=O)5=NC=CC(=C1)OC2=CC=C(C=C2)NC(=O)NC=CC(=C(C=3)Cl)C(F)(F)F
CN1CC[C@@]23C=C[C@@H](C[C@@H]2OC4=C(C=C(=C34)C1)OC)O,True,False,LEAK,valence too high,CN1CC[C@@]23C=C[C@@H](C[C@@H]2OC4=C(C=CC(=C34)C1)OC)O
C11CCC(C1)C(CC#N)N2C=C(C=N2)C3=C4C=CNC4=NC=N3,True,False,LEAK,syntax (ring closure / parens / token),C1CCC(C1)C(CC#N)N2C=C(C=N2)C3=C4C=CNC4=NC=N3
CC15([C@@H](N2[C@H](S1(=O)=O)CC29=O)C(=O)[O-])C,True,False,LEAK,syntax (ring closure / parens / token),CC1([C@@H](N2[C@H](S1(=O)=O)CC2=O)C(=O)[O-])C
C1CCC96(C1)C(CC#oN)NCC=C(C=N28)C=4C=CNC,True,False,LEAK,syntax (ring closure / parens / token),C1CCC86(C1)C(CC#oN)NCC=C(C=N2)C=4C=CNC
CC(CHSCC=9C(C=C1)C(=O)C2=CC=CS2)C(=O)O,True,False,LEAK,syntax (ring closure / parens / token),CC(C=SCC=9C(C=C1)C(=O)C2=CC=CS2)C(=O)O
CN1CCC23C4C1C3C5=C2CN(=C(C=C5)O)OC3C(C=o4)O,True,False,LEAK,syntax (ring closure / parens / token),CN1CCC23C4C1C3C5=C2C(=C(C=C5)O)OC3C(C=o4)O
Cc1ccc(cc1C(=C)c3ccc(cc3)C(=O)[O-])C(CCC2(C)5C)(C)2C,True,False,LEAK,syntax (ring closure / parens / token),Cc1cc2c(cc1C(=C)c3ccc(cc3)C(=O)[O-])C(CCC2(C)5C)(C)C
CBOc=11P,True,False,LEAK,syntax (ring closure / parens / token),CBOc=1Pnc29ccc
C5Oc=11P,True,False,LEAK,syntax (ring closure / parens / token),CBOc=11P
COCCOC(=O)NCCCC[n@@H](C(=O)NCCCCCCCOP(=O)(C)O)NC(=O)OCCOC,True,False,LEAK,aromaticity / kekulization,COC9COC(=O)NCCCC[n@@H](C(=O)NCCCCCCCOP(=O)(C)O)NC(=O)OCCOC
COC1=C(C=C(H=C1)CNC2=NC(=NC=C2C(=O)NCC3=NC=CC=N3)N4C4CC[C@H]4CO)Cl,True,False,LEAK,syntax (ring closure / parens / token),COC1=C(C=C(C=C1)CNC2=NC(=NC=C2C(=O)NCC3=NC=CC=N3)N4CCC[C@H]4CO)Cl
CCH(H)(C)CC(C)(C)c1ccc(cc)O,True,False,LEAK,syntax (ring closure / parens / token),CCH(C)(C)CC(C)(C)c1ccc(cc)O
C1=C/C(C(C(=C1)Cl)CC(=O)N7C(N1)N)Cl,True,False,LEAK,syntax (ring closure / parens / token),C1=CC(C(C(=C1)Cl)CC(=O)N7C(N1)N)Cl
CNC(=O)C=NC=CC(=C1)OC2=CC=C(C=C2)NC(=O)NC3=CC(=C(C=C3)Cl)C(F)(F)F,True,False,LEAK,syntax (ring closure / parens / token),CNC(=O)C=NC=CC(=C1)OC2=CC=C(C7=C2)NC(=O)NC3=CC(=C(C=C3)Cl)C(F)(F)F
CC(C)C(C)(C/n(=O)N)COC(=O)N,True,False,LEAK,aromaticity / kekulization,CCC(C)C(C)(C/n(=O)N)COC(=O)N
C1=NC2=C(N)C(=S)N=C(N2)N,True,False,LEAK,syntax (ring closure / parens / token),C1=NC2=C(N1)C(=S)N=C(N2)N
Ccc1cc2c(cc1C(cC)c83c=c(co3)C(=O)[O-])C(CCC2(C)C)(C)C,True,False,LEAK,syntax (ring closure / parens / token),Cc1cc2c(cc1C(=C)c83ccc(co3)C(=O)[O-])C(CCC2(C)C)(C)C
c1cc(ccc1c2c(c6ccc(cc3s2)O)C(=O)c4ccc(cc4)OC[NH+]5CCCCC5)O,True,False,LEAK,syntax (ring closure / parens / token),c1cc(ccc1c2c(c3ccc(cc3s2)O)C(=O)c4ccc(cc4)OCC[NH+]5CCCCC5)O
C1=C(=CC=C16C#N)C(C52=CC=C(C=C2)#N)N3C=NC=3,True,False,LEAK,syntax (ring closure / parens / token),C1=C(=CC=C1C#N)C(C52=CC=C(C=C2)#N)N3C=NC=3
CC1(F(=C)N(C2=CC=PCC21)CCCCC(=O)O)C,True,False,LEAK,valence too high,CC1(F(=C)N(C2=CC=CCC21)CCCCC(=O)O)C
CC(C)CN(C[C@H]([C@H](Cc1ccccc1)NC(=O)O[C@H]2CO[C@@H]3[C@H4]2CCO3)O)S(=O)(=O)1c4ccc(cc4)N,True,False,LEAK,syntax (ring closure / parens / token),CC(C)CN(C[C@H]([C@H](Cc1ccccc1)NC(=O)O[C@H]2CO[C@@H]3[C@H]2CCO3)O)S(=O)(=O)1c4ccc(cc4)N
NC[NH+](CC)7CCN1c2ccc(cc2C(=NCC1=O)c3ccccc3F)Cl,True,False,LEAK,syntax (ring closure / parens / token),CC[NH+](CC)7CCN1c2ccc(cc2C(=NCC1=O)c3ccccc3F)Cl
CCCNCC(COC/31=C6=CC=C1C6(=O)CC4C2=CC=CC=C2)O,True,False,LEAK,syntax (ring closure / parens / token),CCCNCC(COC/31=CC=CC=C1C6(=O)CC4C2=CC=CC=C2)O
C1CCC8(C1)C(CC#N)NCC=C(C=N2)C=24C=CNCI=NC=N3,True,False,LEAK,syntax (ring closure / parens / token),C1CCC8(C1)C(CC#N)NCC=C(C=N2)C=24C=CNC4=NC=N3
CC(=O)S[C@@H]1CC22=CC(=O)CC[C@@]2([C@@H]3[C@@H]1[C@@H]4CC[C@]5([C@]4(CC3)C)CCC(=O)O5)C,True,False,LEAK,syntax (ring closure / parens / token),CC(=O)S[C@@H]1CC2=CC(=O)CC[C@@]2([C@@H]3[C@@H]1[C@@H]4CC[C@]5([C@]4(CC3)C)CCC(=O)O5)C
[H]/[NH+]=C(/C=CC(=O)/C3(=C\C=cccc(=C([NH+])o)cc2)/C=CP)\N,True,False,LEAK,syntax (ring closure / parens / token),[H]/[NH+]=C(/C=CC(=O)/C3(=C\C=c2ccc(=C([NH+])o)cc2)/C=CP)\N
CCC1=NN(C(=O6)N1CCOC2=CC=CC=C2)CCCN3CCN(CC)C4=CC(=C=CB)Cl,True,False,LEAK,syntax (ring closure / parens / token),CCC1=NN(C(=O6)N1CCOC2=CC=CC=C2)CCCN3CCN(CC3)C4=CC(=C=C8)Cl
FC1C2CC3=C(C1(CCN2CC=C(C)C)C)ClC(C=C3)O,True,False,LEAK,valence too high,CC1C2CC3=C(C1(CCN2CC=C(C)C)C)ClC(C=C3)O
c1ccc2c(c1)C(=[NH+]c3cccc3S)N4CC[NH+]7(CC4)CC3OCCO,True,False,LEAK,syntax (ring closure / parens / token),c1ccc2c(c1)C(=[NH+]c3cccc3S2)N4CC[NH+]7(CC4)CCOCCO
C[N+]1(C3CC7C)CC2=C(N3C(C(C3=O)NC(=O)C(=OC)C4=CSC(=N4)N)SC2)C(=O)[O-],True,False,LEAK,syntax (ring closure / parens / token),C[N+]1(C3CC7C)CC2=C(N3C(C(C3=O)NC(=O)C(=NOC)C4=CSC(=N4)N)SC2)C(=O)[O-]
CC(C)(c1ccccc1CC[C@H](c2cccc(c12)/C=C/c38ccc4ccc(cc4n3)Cl)SCC5(CC5)CC(=O)[O-])O,True,False,LEAK,syntax (ring closure / parens / token),CC(C)(c1ccccc1CC[C@H](c2cccc(c2)/C=C/c3ccc4ccc(cc4n3)Cl)SCC5(CC5)CC(=O)[O-])O
NC[NH+](CC)7CCN1c2ccc(cc2C(=NCC1=OC)c3ccccc3F)Cl,True,False,LEAK,syntax (ring closure / parens / token),NC[NH+](CC)7CCN1c2ccc(cc2C(=NCC1=O)c3ccccc3F)Cl
C1=C2C(=CC(=C1Cl)S(=O)(=O)1N)S(=O)(=O)N=CN2,True,False,LEAK,syntax (ring closure / parens / token),C1=C2C(=CC(=C1Cl)S(=O)(=O)N)S(=O)(=O)N=CN2
CCCC(=O)OC1(C(CC2C1(CC(=O)C3(C2CCC4=CC(=O)C=CC43C)F)C)C)C(nO)CCl,True,False,LEAK,aromaticity / kekulization,CCCC(=O)OC1(C(CC2C1(CC(=O)C3(C2CCC4=CC(=O)C=CC43C)F)C)C)C(=O)CCl
CCCCCOC1=CC=C(C=C1)C2=CC=C(C=C2)C3=CC=C(C=C3)C(=O)N[C@H][C@H]([CoH](NC(=O)[C@@H]5[C@H]([C@H](CN5C(=O)[C@@H]2(NC(=O)[C@@H](NC(=O)[C@@H]6C[C@H](CNC(=O)[C@@H](NC4=Oc)[C@@H](C)O)O)[C@@H]([C@H](C7=CC=C(C=C7)O)O)O)[C@@H](C)O)C)O)O)O,True,False,LEAK,syntax (ring closure / parens / token),CCCCCOC1=CC=C(C=C1)C2=CC=C(C=C2)C3=CC=C(C=C3)C(=O)N[C@H][C@H]([CoH](NC(=O)[C@@H]5[C@H]([C@H](CN5C(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H]6C[C@H](CNC(=O)[C@@H](NC4=O)[C@@H](C)O)O)[C@@H]([C@H](C7=CC=C(C=C7)O)O)O)[C@@H](C)O)C)O)O)O
CCOc1nccccc(c2n1Cc3cc6c(cc3)c4ccccc4c5[nH]oc(=O)n5)C(=O)OCc6c(oc(=O)o6)C,True,False,LEAK,syntax (ring closure / parens / token),CCOc1nc2cccc(c2n1Cc3cc6c(cc3)c4ccccc4c5[nH]oc(=O)n5)C(=O)OCc6c(oc(=O)o6)C
C(C(C=CC=CC=C1)O)N,True,False,LEAK,syntax (ring closure / parens / token),CC(C(C=CC=CC=C1)O)N
ccc(ccc1C(=O1)NCC(=O)[O-])6N,True,False,LEAK,syntax (ring closure / parens / token),ccc(ccc1C(=O)NCC(=O)[O-])N
C1C,True,False,LEAK,syntax (ring closure / parens / token),C1COCC(=O)N1C2=CC=C(C=C2)N9CC(OC23=O)CNC(=O)C4=CC=CO(S4)Cl
CCN(CC)C(=O)/7C(=C/c1c6c(c(c(c1)O)[O-])[N+](=O)[O-])/C#N,True,False,LEAK,syntax (ring closure / parens / token),CCN(CC)C(=O)/7C(=C/c1cc(c(c(c1)O)[O-])[N+](=O)[O-])/C#N
CN(C)CCN(CC1=CC=C(C=C1)OC)C2=CC=CC=N,True,False,LEAK,syntax (ring closure / parens / token),CN(C)CCN(CC1=CC=C(C=C1)OC)C2=CC=CC=N2
C1COCC(=O)1C2=CC=C(C=C2)N9CC(OC3=O)CNC(=O)C4=CC=C(S4)Cl,True,False,LEAK,syntax (ring closure / parens / token),C1COCC(=O)N1C2=CC=C(C=C2)N9CC(OC3=O)CNC(=O)C4=CC=C(S4)Cl
Cc156c(cnI1)C(=O)Nc2ccc(cc2)C(F)(F7)F,True,False,LEAK,syntax (ring closure / parens / token),Cc16c(cno1)C(=O)Nc2ccc(cc2)C(F)(F7)F
C3H8(C)(C)CC(C)(C)1Cccc(cc)O,True,False,LEAK,syntax (ring closure / parens / token),C3H(C)(C)CC(C)(C)1Cccc(cc)O
C[n+]1ccc(c1)OC(=O),True,False,LEAK,aromaticity / kekulization,C[n+]1ccc(c1)OC(=O)N(C)C
CC(=O)Oc1ccccc1C(=O)Nc2ncc(s)[N+](=O)[O-],True,False,LEAK,syntax (ring closure / parens / token),CC(=O)Oc1ccccc1C(=O)Nc2ncc(s2)[N+](=O)[O-]
C1=CC=C(C=C)C(=C(C2=CC=CC=C2)C3=CC=C(C=C3)OCCO)CCCl,True,False,LEAK,syntax (ring closure / parens / token),C1=CC=C(C=C1)C(=C(C2=CC=CC=C2)C3=CC=C(C=C3)OCCO)CCCl
C11=CC(=C5C=C1C#N)C(C2=CC=C(C=C2)3#N)N3C=NC=N3,True,False,LEAK,syntax (ring closure / parens / token),C11=CC(=CC=C1C#N)C(C2=CC=C(C=C2)3#N)N3C=NC=N3
C1=C,True,False,LEAK,syntax (ring closure / parens / token),C1=CC(/CC=CCC(C(=O)O)N)N(CCCl)CCCl
CC(CN1CC(=O))C(=ONC1)N2C5C(=O1)NC(=O)9=C2,True,False,LEAK,syntax (ring closure / parens / token),CC(CN1CC(=O))C(=ONC1)N2C5C(=O1)NC(=O)=C2
CCN(CC)C1=CC=C(C=C1)C(=C2C=CC(=[N+](CC)CC)C=C2)C3=C(C=oC(=C3)S(=O)(=O)O)S(=O)(=O)O,True,False,LEAK,valence too high,CCN(CC)C1=CC=C(C=C1)C(=C2C=CC(=[N+](CC)CC)C=C2)C3=C(C=CC(=C3)S(=O)(=O)O)S(=O)(=O)O
CC(C)NC(=O)C1=CC2=3C(C=C1)CNNC,True,False,LEAK,syntax (ring closure / parens / token),CC(C)NC(=O)C1=CC=3C(C=C1)CNNC
CC(C=SCC=9C(C4C1)6C(=O)C2=CC=CS2)C(=O)O,True,False,LEAK,syntax (ring closure / parens / token),CC(C=SCC=9C(C=C1)C(=O)C2=CC=CS2)C(=O)O
C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@@H]2C(=O)NC8=C(C=CC(=C4)C(F)(F)F)C(F)(F)F)CC[C@@H][C@@]3(C=CC(=O)N5)C,True,False,LEAK,syntax (ring closure / parens / token),C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@@H]2C(=O)NC4=C(C=CC(=C4)C(F)(F)F)C(F)(F)F)CC[C@@H][C@@]3(C=CC(=O)N5)C
C1C4OCC(=O)N1C2=CC=C(C=C2)N9CC(OC3=O)CNC(=O)C4=CC=C(S4)Cl,True,False,LEAK,syntax (ring closure / parens / token),C1COCC(=O)N1C2=CC=C(C=C2)N9CC(OC3=O)CNC(=O)C4=CC=C(S4)Cl
C[NH+](C)CCN(Cc1cc(cc1)OC2)c2ccccn2,True,False,LEAK,syntax (ring closure / parens / token),C[NH+](C)CCN(Cc1ccc(cc1)OC)c2ccccn2
CC1(OC2CC3C4CCC5=CC(=O)CCC5(C4(C(CC(C2(O1)C(=O)CCl)C)O)F)C)C,True,False,LEAK,syntax (ring closure / parens / token),CC1(OC2CC3C4CCC5=CC(=O)CCC5(C4(C(CC3(C2(O1)C(=O)CCl)C)O)F)C)C
CCOc=1P54nc2ccc,True,False,LEAK,syntax (ring closure / parens / token),CCOc=1P5nc2ccc
C1CC(=O)NC2=C1C=CC(=C2)OCCCCN3CCN(CC3)Cl=C(C(=CC=C4)Cl)=Cl,True,False,LEAK,syntax (ring closure / parens / token),C1CC(=O)NC2=C1C=CC(=C2)OCCCCN3CCN(CC3)C4=C(C(=CC=C4)Cl)Cl
c1ccc(cc7)C(CCC[NH3+]2C1CCC2)(ccccccc)O,True,False,LEAK,syntax (ring closure / parens / token),c1ccc(cc7)C(CCC[NH3+]2CCCC2)(ccccccc)O
CCCCCN(C)CCC(O)(P(=O)(O)O)P(=O)(O)C6,True,False,LEAK,syntax (ring closure / parens / token),CCCCCN(C)CCC(O)(P(=O)(O)O)P(=O)(O)6
C[NH+](C)CCN(Cc1ccc(cc1)#FC)c2ccccn72,True,False,LEAK,syntax (ring closure / parens / token),C[NH+](C)CCN(Cc1ccc(cc1)#OC)c2ccccn2
CCOC(=O)C1=C(NC(=C(C12cccc(c2Cl)Cl)C(=O)OC)C)C,True,False,LEAK,aromaticity / kekulization,CCOC(=O)C1=C(NC(=C(C1c2cccc(c2Cl)Cl)C(=O)OC)C)C
CCOc1nc26ccc(c2n1Cc3ccc(cc3)c4cccc4c5[nH]oc(=O)4n5)C(=O)OCc6c(oc(=O)o6)C,True,False,LEAK,syntax (ring closure / parens / token),CCOc1nc26ccc(c2n1Cc3ccc(cc3)c4ccccc4c5[nH]oc(=O)4n5)C(=O)OCc6c(oc(=O)o6)C
CNC(=O)C1=NC=CC(=C1)OC2=CC=C(C=C2)NC(=O)NC=CC(=C(C=C23)Cl)C(F)(F)F,True,False,LEAK,syntax (ring closure / parens / token),CNC(=O)C1=NC=CC(=C1)OC2=CC=C(C=C2)NC(=O)NC=CC(=C(C=C3)Cl)C(F)(F)2F
CC(=O)Occcccc1C(=O)Nc2ncc(s2)[N+](=O)[O-],True,False,LEAK,syntax (ring closure / parens / token),CC(=O)Oc1ccccc1C(=O)Nc2ncc(s2)[N+](=O)[O-]
CC(C)(C)C(C=CC=C2=C(C=C1)OCO2)O,True,False,LEAK,syntax (ring closure / parens / token),CC(C)(C)C(C=CC1=C2=C(C=C1)OCO2)O
C1C4(=O)NC2=nC12C=CC(=C2)OCCCCN3CCN(CC3)C4=C(C(=CC=C4)Cl)Cl,True,False,LEAK,syntax (ring closure / parens / token),C1C4(=O)NC2=C12C=CC(=C2)OCCCCN3CCN(CC3)C4=C(C(=CC=C4)Cl)Cl
[H]/[NH+]=C(/C=CC(=O)nC(=C8C=c2Cc\c(=C([NH3+])N)c2c2)/C=C1)\N,True,False,LEAK,syntax (ring closure / parens / token),[H]/[NH+]=C(/C=CC(=O)nC(=C8C=c2Cc\c(=C([NH3+])N)cc2)/C=C1)\N
CC1=C(C(=C2CCC(OC2=C1C))C)COC3=CC5=C(C=C3(CC4C9(=O)NC(=O)7S4)C)O,True,False,LEAK,syntax (ring closure / parens / token),CC1=C(C(=C2CCC(OC2=C1C)(C)COC3=CC5=C(C=C3)CC4C(=O)NC(=O)7S4)C)O
COCCOC(=O)NCCCC[C@@H](C(=O)N6CCCCCCCOP(=O)(C2)O)NC(=O)OCCOC,True,False,LEAK,syntax (ring closure / parens / token),COCCOC(=O)NCCCC[C@@H](C(=O)NCCCCCCCOP(=O)(C)O)NC(=O)OCCOC
C1CC(=O)NC2=C1C=CC(=C2)OC.CCN3CCN(CC3)C4=C(C(=CC=C4)Cl)Cl,False,True,OVER_STRICT,,C1CC(=O)NC2=C12C=CC(=C2)OCCCCN3CCN(CC3)C4=C(C(=CC=C4)Cl)Cl
CCOc1nc26ccc(c2n1Cc3ccc(cc3)c4ccc5cn4c5[nH]oc(=O)nc)C(=O)OCc6c(\c(=O)o)C,True,False,LEAK,valence too high,CCOc1nc26ccc(c2n1Cc3ccc(cc3)c4ccc5cn4c5[nH]oc(=O)nc)C(=O)OCc6c(\c(=O)o6)C
CCCCC(=O)OCC(=O)[C@@]1(Cc2c(c(c3c(c22[O-])C(=O)4c)cc(cI4C3=O)OC)[O-])[C@H](C1)OC5CC(C(C(O5cC)O)NC(=O)C(F)(F)F)O,True,False,LEAK,syntax (ring closure / parens / token),CCCCC(=O)OCC(=O)[C@@]1(Cc2c(c(c3c(c2[O-])C(=O)4c)cc(c4C3=O)OC)[O-])[C@H](C1)OC5CC(C(C(O5cC)O)NC(=O)C(F)(F)F)O
c[NH+](C)CC/C=2C\1/c2c5cccC2Sc3c1c(cc3)Cl,True,False,LEAK,syntax (ring closure / parens / token),c[NH+](C)CC/C=C\1/c2c5cccC2Sc3c1cc(cc3)Cl
Cc1c(c(c(c2cO[C@](CC2)(C)CCC[C@H](C)CCC[C@H](C)CCCC(C)C)C)OC(=O)C)C,True,False,LEAK,syntax (ring closure / parens / token),Cc1c(c(c(c2c1O[C@](CC2)(C)CCC[C@H](C)CCC[C@H](C)CCCC(C)C)C)OC(=O)C)C
CC[NH+](CC)C3CN19c2ccc(cc2C(=NCC7=O2)c3ccccc3F)Cl,True,False,LEAK,syntax (ring closure / parens / token),CC[NH+](CC)C3CN19c2ccc(cc2C(=NCC1=O2)c3ccccc3F)Cl
CCC5COc1cc(cccN)CO(=O)OCC[NH+]2(CC)CC,True,False,LEAK,syntax (ring closure / parens / token),CCC5COc1cc(cccN)C(=O)OCC[NH+]2(CC)CC
Cc1cc2c(cc1C(=C)cccc(cc3)C(=O)[O-]4)C(CCC(C)I)3(C)C,True,False,LEAK,syntax (ring closure / parens / token),Cc1cc2c(cc1C(=C)c3ccc(cc3)C(=O)[O-])C(CCC(C)I)3(C)C
Cc71cc2c(cc1C(=C)ccc(cc3)C(O)[O-])C(CCC2(C)C)3(C)C,True,False,LEAK,syntax (ring closure / parens / token),Cc1cc2c(cc1C(=C)ccc(cc3)C(O)[O-])C(CCC2(C)C)3(C)C
CCC2CC=3=C(C138(CCN2CC=C(C)C)C)C=C(C=C3)O,True,False,LEAK,syntax (ring closure / parens / token),CCC2CC=3=C(C13(CCN2CC=C(C)C)C)C=C(C=C3)O
CC[NH+](CC)7CC1N1c2ccc(cc2C(=NC81=O)c3ccccc3F)Cl,True,False,LEAK,syntax (ring closure / parens / token),CC[NH+](CC)7CCN1c2ccc(cc2C(=NCC1=O)c3ccccc3F)Cl
CC(C)NCC(COC=CC=C(C=C1)CCOC)O,True,False,LEAK,syntax (ring closure / parens / token),CC(C)NCC(COC1=CC=C(C=C1)CCOC)O
C1S2CC3CC1CC(C2)(O73)[NH3+],True,False,LEAK,syntax (ring closure / parens / token),C1C2CC3CC1CC(C2)(O73)[NH3+]
CC\5,True,False,LEAK,syntax (ring closure / parens / token),CC5
C[N+](C3CC7CF1)CC=C,True,False,LEAK,syntax (ring closure / parens / token),C[N+]1(C3CC7C1)CC=C
c1ccc(-c1)C(=O8)c2cccc(c2N)CC(=O)N,True,False,LEAK,syntax (ring closure / parens / token),c1ccc(cc1)C(=O8)c2cccc(c2N)CC(=O)N
CNC(=O)c1cc(ccn1)Oc32ccc(cc2)NC(=O)Nc3ccc(c(c53)C(F)(F)F)Cl,True,False,LEAK,syntax (ring closure / parens / token),CNC(=O)c1cc(ccn1)Oc32ccc(cc2)NC(=O)Nc3ccc(c(c3)C(F)(F)F)Cl
Cc1c(cno1)C(=O)Nc2c9c(cc2)C(F)(F)F,True,False,LEAK,syntax (ring closure / parens / token),Cc1c(cno1)C(=O)Nc2ccc(cc2)C(F)(F)F
C1CC(=C)NC6(=O)C1N2C,True,False,LEAK,syntax (ring closure / parens / token),C1CC(=O)NC(=O)C1N2C
CCN(CC)C1=CC=C(C=C1)C(=C2C=CC(=[N+](CC)CC)C=CC)C3=6C(C=CC(=C3)S(=O)(=O)O)S(=O)(=O)O,True,False,LEAK,syntax (ring closure / parens / token),CCN(CC)C1=CC=C(C=C1)C(=C2C=CC(=[N+](CC)CC)C=C2)C3=6C(C=CC(=C3)S(=O)(=O)O)S(=O)(=O)O
CNS(=O)(=O)CCc1ccc2H(c1)c(nc[nH])C3CC[NH+](CC3)C,True,False,LEAK,syntax (ring closure / parens / token),CNS(=O)(=O)CCc1ccc2H(c1)c(c[nH])C3CC[NH+](CC3)C
C1CC(C\28=3CC=CC=C2C1)C3=N7CCN,True,False,LEAK,syntax (ring closure / parens / token),C1CC(C\28=3CC=CC=C2C1)C3=N7CCN3
C1=NC2=C(N)C,True,False,LEAK,syntax (ring closure / parens / token),C1=NC2=C(N)C(=S)N=C(N2)N
CC(=O5)NC1=[N](N=C(S1)S(=O)(=O)N)C,True,False,LEAK,syntax (ring closure / parens / token),CC(=O)NC1=[N](N=C(S1)S(=O)(=O)N)C
COC1=C(C=C29C(=C)N=5N=C2NC3=9CC(=C(C=C3)F)Cl)OCCCN4CCOCC,True,False,LEAK,syntax (ring closure / parens / token),COC1=C(C=C2C(=C)N=5N=C2NC3=9CC(=C(C=C3)F)Cl)OCCCN4CCOCC4
CCOC1=NC2=CC=CC(=C2N1CC3=CC=C(C=C3)C4=CC=CC=CC5=NC(=O)ON5)C(=O)O,True,False,LEAK,syntax (ring closure / parens / token),CCOC1=NC2=CC=CC(=C2N1CC3=CC=C(C=C3)C4=CC=CC=C4C5=NC(=O)ON5)C(=O)O
C1=CC=C(C=C1)COC(=O)2C2=CC=CC=C2,True,False,LEAK,syntax (ring closure / parens / token),C1=CC=C(C=C1)COC(=O)C2=CC=CC=C2
CC1=CC=C5=5C1(=O)(=O)NC(=O)C=CC(=C(C=C2)CC3=CN(C4=C3C=C(CC4)N#C(=O)OC5CCCC5)C)OC,True,False,LEAK,syntax (ring closure / parens / token),CC1=CC=C5=5C1(=O)(=O)NC(=O)C=CC(=C(C=C2)CC3=CN(C4=C3C=C(C=C4)N#C(=O)OC5CCCC5)C)OC
CN1B(C)NN=CC(=NC=No6)C(=S),True,False,LEAK,syntax (ring closure / parens / token),CN1(C)NN=CC(=NC=No6)C(=S)
C=NC2=C(N)C,True,False,LEAK,syntax (ring closure / parens / token),C1=NC2=C(N)C
CC(C)NC(=O)C1=CC=C(C=1)CNNC,True,False,LEAK,valence too high,CC(C)NC(=O)C1=CC=C(C=C1)CNNC
c#71ncc(n1COCCO)[nH]c(nc2=4O)N,True,False,LEAK,syntax (ring closure / parens / token),c#71nc2c(n1COCCO)[nH]c(nc2=O)N
C1=CC(=CC=C1NC(=NC(=NCCCCCCN=C(N)N=CS(N)NC2=CC=C(C=C2)Cl)N)1N)Cl,True,False,LEAK,syntax (ring closure / parens / token),C1=CC(=CC=C1NC(=NC(=NCCCCCCN=C(N)N=C(N)NC2=CC=C(C=C2)Cl)N)N)Cl
CC(C7)/NCC(COC11=CC=CC27=CC=CC=C2)O,True,False,LEAK,syntax (ring closure / parens / token),CC(C)NCC(COC11=CC=CC27=CC=CC=C2)O
C1CN8(CCC8N22C=CC=CC=C3NC=O)CCCC(C45=CC=C(C=C4)F)C=CC=C(C=C5)F,True,False,LEAK,syntax (ring closure / parens / token),C1CN8(CCC8N2C=CC=CC=C3NC2=O)CCCC(C45=CC=C(C=C4)F)C=CC=C(C=C5)F
C[C@@]([C@@H]2C[C@@H]3[C@H](C(=O)C(=C(N)[O-])C(=O)[C@]3(C(=O)C2=C(C4=C1C=CC=C4O)[O-])O)[NH+](C)C)O,True,False,LEAK,syntax (ring closure / parens / token),C[C@@]1([C@@H]2C[C@@H]3[C@H](C(=O)C(=C(N)[O-])C(=O)[C@]3(C(=O)C2=C(C4=C1C=CC=C4O)[O-])O)[NH+](C)C)O
CC1=CC=CC=CC(=O)NC2=CC(=C(C=C2)C(=O)N3CCCC(C4=C3C=CC(=C4)Cl)O)C,True,False,LEAK,syntax (ring closure / parens / token),CC1=CC=CC=CC(=O)NC2=CC(=C(C=C2)C(=O)N3CCC(C4=C3C=CC(=C4)Cl)O)C
CCCCC(sC)(C/C=C/[C@H]1[C@@H](CC(=O)[C@@H]1CCCCCCC(=O)OC)O)O,True,False,LEAK,aromaticity / kekulization,CCCCC(C)(C/C=C/[C@H]1[C@@H](CC(=O)[C@@H]1CCCCCCC(=O)OC)O)O
CCCC7c1c(c2cN(ccc2o1)cS(=O)(=OP)C)C(=O)c3ccc(cc3)OCCC[NH+](CCCC)CCCC,True,False,LEAK,syntax (ring closure / parens / token),CCCC7c1c(c2cc(ccc2o1)NS(=O)(=O)C)C(=O)c3ccc(cc3)OCCC[NH+](CCCC)CCCC
COc1ccc(c(c1)O)C(=O)Pccccc2,True,False,LEAK,syntax (ring closure / parens / token),COc1ccc(c(c1)O)C(=O)c2ccccc2
CNS(=O)(=O)CCcccc2H(c1)c(c[nH])C3CC[NH+](C3)C,True,False,LEAK,syntax (ring closure / parens / token),CNS(=O)(=O)CCc1ccc2H(c1)c(c[nH])C3CC[NH+](CC3)C
CCCC1=NC(=C(N1CCl2=CC=C(C=C2)C3=CC=CC=C3C4=NNN8=N4)C(=O)O)C(C)(C)O,True,False,LEAK,syntax (ring closure / parens / token),CCCC1=NC(=C(N1CCl2=CC=C(C=C2)C3=CC=CC=C3C4=NNN=N4)C(=O)O)C(C)(C)O
